STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRD2,Haute-Normandie,2017,,25.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRD2,Haute-Normandie,2018,,23.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRD2,Haute-Normandie,2019,,25.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRE1,Nord-Pas de Calais,2017,,26.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRE1,Nord-Pas de Calais,2018,,30.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRE1,Nord-Pas de Calais,2019,,30.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRE2,Picardie,2017,,22.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRE2,Picardie,2018,,25.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRE2,Picardie,2019,,25.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRF1,Alsace,2017,,30.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRF1,Alsace,2018,,31.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRF1,Alsace,2019,,32.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRF2,Champagne-Ardenne,2017,,23.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRF2,Champagne-Ardenne,2018,,27.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRF2,Champagne-Ardenne,2019,,25.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRF3,Lorraine,2017,,29.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRF3,Lorraine,2018,,28.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRF3,Lorraine,2019,,32.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRG0,Pays de la Loire,2017,,30.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRG0,Pays de la Loire,2018,,31.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRG0,Pays de la Loire,2019,,32.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRH0,Bretagne,2017,,30.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRH0,Bretagne,2018,,34.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRH0,Bretagne,2019,,33.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRI1,Aquitaine,2017,,31.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRI1,Aquitaine,2018,,32.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRI1,Aquitaine,2019,,31.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRI2,Limousin,2017,,26.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRI2,Limousin,2018,,29.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRI2,Limousin,2019,,28.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRI3,Poitou-Charentes,2017,,26.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRI3,Poitou-Charentes,2018,,27.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRI3,Poitou-Charentes,2019,,27.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRJ1,Languedoc-Roussillon,2017,,28.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRJ1,Languedoc-Roussillon,2018,,28.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRJ1,Languedoc-Roussillon,2019,,30.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRJ2,Midi-Pyrénées,2017,,37.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRJ2,Midi-Pyrénées,2018,,41.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRJ2,Midi-Pyrénées,2019,,43.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRK1,Auvergne,2017,,24.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRK1,Auvergne,2018,,24.3,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRK1,Auvergne,2019,,23.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRK2,Rhône-Alpes,2017,,35.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRK2,Rhône-Alpes,2018,,37.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRK2,Rhône-Alpes,2019,,38.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRL0,Provence-Alpes-Côte d’Azur,2017,,33.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRL0,Provence-Alpes-Côte d’Azur,2018,,34.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRL0,Provence-Alpes-Côte d’Azur,2019,,35.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRM0,Corse,2017,,33.2,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRM0,Corse,2018,,22.6,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,FRM0,Corse,2019,,20.6,,u,low reliability,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR02,Panonska Hrvatska,2017,,12.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR02,Panonska Hrvatska,2018,,11.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR02,Panonska Hrvatska,2019,,12.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR03,Jadranska Hrvatska,2017,,20.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR03,Jadranska Hrvatska,2018,,23.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR03,Jadranska Hrvatska,2019,,22.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR05,Grad Zagreb,2017,,39.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR05,Grad Zagreb,2018,,41.7,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR05,Grad Zagreb,2019,,38.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR06,Sjeverna Hrvatska,2017,,13.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR06,Sjeverna Hrvatska,2018,,15.0,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HR06,Sjeverna Hrvatska,2019,,14.9,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU11,Budapest,2017,,41.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU11,Budapest,2018,,46.3,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU11,Budapest,2019,,44.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU12,Pest,2017,,23.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU12,Pest,2018,,22.1,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU12,Pest,2019,,22.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU21,Közép-Dunántúl,2017,,17.6,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU21,Közép-Dunántúl,2018,,17.0,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU21,Közép-Dunántúl,2019,,18.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU22,Nyugat-Dunántúl,2017,,18.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU22,Nyugat-Dunántúl,2018,,16.9,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU22,Nyugat-Dunántúl,2019,,17.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU23,Dél-Dunántúl,2017,,15.2,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU23,Dél-Dunántúl,2018,,13.5,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU23,Dél-Dunántúl,2019,,12.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU31,Észak-Magyarország,2017,,13.5,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU31,Észak-Magyarország,2018,,14.2,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU31,Észak-Magyarország,2019,,13.1,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU32,Észak-Alföld,2017,,13.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU32,Észak-Alföld,2018,,13.9,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU32,Észak-Alföld,2019,,15.4,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU33,Dél-Alföld,2017,,15.8,,,,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU33,Dél-Alföld,2018,,16.2,,b,break in time series,,
dataflow,ESTAT:TGS00109(1.0),"Tertiary educational attainment, age group 25-64 by sex and NUTS 2 region",A,Annual,PC,Percentage,ED5-8,Tertiary education (levels 5-8),Y25-64,From 25 to 64 years,M,Males,HU33,Dél-Alföld,2019,,16.7,,,,,
