"nuts2_code","country_code","year","fertility","poverty","family_exp","Mismatch","dist_to_median"
"NL32","NL",2018,1.49,17.2,100,"Low Priority Region",124.35628999999999
"NL41","NL",2018,1.58,13.4,100,"High Fert / Low Spend",124.37370999999999
"RO31","RO",2017,1.74,50.2,100.16,"High Fert / Low Spend",124.37371
"ITF3","IT",2017,1.36197,43,291.81,"High Investment, Low Fertility",67.65432000000001
"HU32","HU",2019,1.73,26,100.12,"High Fert / Low Spend",124.40370999999999
"NL33","NL",2018,1.61,19.6,100,"High Fert / Low Spend",124.40370999999999
"NL31","NL",2018,1.63,13.5,100,"High Fert / Low Spend",124.42371
"BG41","BG",2017,1.45777,26,156.72,"Low Priority Region",67.66852
"NL11","NL",2018,1.39,22.1,100,"Low Priority Region",124.45629
"NL13","NL",2018,1.68,14.8,100,"High Fert / Low Spend",124.47371
"NL21","NL",2018,1.69,15.7,100,"High Fert / Low Spend",124.48370999999999
"ITF6","IT",2017,1.30506,43.9,291.81,"High Investment, Low Fertility",67.71123000000001
"BG42","BG",2017,1.79732,45,156.72,"High Fert / Low Spend",67.87102999999999
"RO12","RO",2017,1.88,29.7,100.16,"High Fert / Low Spend",124.51371
"RO22","RO",2017,1.89,52.4,100.16,"High Fert / Low Spend",124.52371
"ITI3","IT",2017,1.26097,20.9,291.81,"High Investment, Low Fertility",67.75532000000001
"NL23","NL",2018,1.78,15.6,100,"High Fert / Low Spend",124.57370999999999
"NL32","NL",2018,1.49,17.2,99.73,"Low Priority Region",124.62628999999998
"NL41","NL",2018,1.58,13.4,99.73,"High Fert / Low Spend",124.64370999999998
"ITF1","IT",2017,1.25286,28.2,291.81,"High Investment, Low Fertility",67.76343000000001
"NL33","NL",2018,1.61,19.6,99.73,"High Fert / Low Spend",124.67370999999999
"NL31","NL",2018,1.63,13.5,99.73,"High Fert / Low Spend",124.69371
"NL22","NL",2018,1.66,15.2,99.73,"High Fert / Low Spend",124.72370999999998
"ITF2","IT",2017,1.20144,35,291.81,"High Investment, Low Fertility",67.81485
"NL13","NL",2018,1.68,14.8,99.73,"High Fert / Low Spend",124.74371
"NL21","NL",2018,1.69,15.7,99.73,"High Fert / Low Spend",124.75370999999998
"NL12","NL",2018,1.71,16.3,99.73,"High Fert / Low Spend",124.77371
"CZ08","CZ",2017,1.6,19.7,261.17,"Balanced Investment",36.92371000000002
"SE12","SE",2018,1.76,16.5,292.41,"Balanced Investment",68.32371000000003
"ITI4","IT",2018,1.25317,25.7,154.74,"Low Priority Region",69.85311999999999
"SI04","SI",2019,1.55,10.8,99.51,"High Fert / Low Spend",124.83370999999998
"BG34","BG",2017,2.10908,39.9,156.72,"High Fert / Low Spend",68.18279
"EL43","EL",2019,1.54,30.5,99.48,"High Fert / Low Spend",124.85370999999999
"RO42","RO",2018,1.6,24.2,99.5,"High Fert / Low Spend",124.89371
"EL41","EL",2019,1.6,30.7,99.48,"High Fert / Low Spend",124.91371
"SE33","SE",2018,1.69,17.4,292.41,"Balanced Investment",68.25371000000003
"HR04","HR",2019,1.49,21.6,99.4,"Low Priority Region",124.95628999999998
"SI03","SI",2019,1.68,16.3,99.51,"High Fert / Low Spend",124.96370999999999
"RO11","RO",2018,1.69,28.8,99.5,"High Fert / Low Spend",124.98370999999999
"SE12","SE",2018,1.76,16.5,292.41,"Balanced Investment",68.32371000000003
"HR03","HR",2019,1.42,19.4,99.4,"Low Priority Region",125.02628999999999
"RO31","RO",2018,1.74,45.6,99.5,"High Fert / Low Spend",125.03371
"EL63","EL",2019,1.32,39.8,99.48,"Low Priority Region",125.04628999999998
"SE11","SE",2017,1.71,14.1,292.55,"Balanced Investment",68.41371000000002
"SE22","SE",2017,1.78,21.9,292.55,"Balanced Investment",68.48371000000002
"EL54","EL",2019,1.24,26.8,99.48,"Low Priority Region",125.12628999999998
"RO12","RO",2018,1.84,27.6,99.5,"High Fert / Low Spend",125.13371
"SE33","SE",2017,1.73,15.3,292.55,"Balanced Investment",68.43371000000002
"CH02","CH",2018,1.53,19.1,99.15,"High Fert / Low Spend",125.17370999999999
"CH03","CH",2018,1.51,18.2,99.15,"Low Priority Region",125.18628999999999
"CH03","CH",2018,1.51,18.2,99.15,"Low Priority Region",125.18628999999999
"SE31","SE",2018,1.89,19.5,292.41,"Balanced Investment",68.45371000000003
"CH06","CH",2018,1.59,12.5,99.15,"High Fert / Low Spend",125.23370999999999
"CH06","CH",2018,1.59,12.5,99.15,"High Fert / Low Spend",125.23370999999999
"EL64","EL",2019,1.12,28.3,99.48,"Low Priority Region",125.24628999999999
"SE32","SE",2018,1.9,18.4,292.41,"Balanced Investment",68.46371000000003
"RO21","RO",2018,2.09,49.9,99.5,"High Fert / Low Spend",125.38371
"CH07","CH",2018,1.28,30.2,99.15,"Low Priority Region",125.41628999999999
"LT02","LT",2017,1.59857,32.4,98.96,"High Fert / Low Spend",125.43228
"SE12","SE",2017,1.8,16.7,292.55,"Balanced Investment",68.50371000000001
"RO21","RO",2017,2.16,49.6,155.94,"High Fert / Low Spend",69.01370999999999
"CZ04","CZ",2018,1.66,17,98.52,"High Fert / Low Spend",125.93370999999999
"CZ08","CZ",2018,1.68,16,98.52,"High Fert / Low Spend",125.95371
"RO31","RO",2017,1.74,50.2,155.94,"High Fert / Low Spend",68.59371
"CZ02","CZ",2018,1.74,9.4,98.52,"High Fert / Low Spend",126.01371
"BG41","BG",2019,1.53127,22.7,98.1,"High Fert / Low Spend",126.22498
"HR03","HR",2019,1.42,19.4,98.07,"Low Priority Region",126.35629
"SE32","SE",2017,1.9,16.7,292.55,"Balanced Investment",68.60371000000002
"RO32","RO",2018,1.53,28.2,97.77,"High Fert / Low Spend",126.55371
"BG31","BG",2019,1.90808,41.6,98.1,"High Fert / Low Spend",126.60179
"RO42","RO",2018,1.6,24.2,97.77,"High Fert / Low Spend",126.62371
"RO12","RO",2017,1.88,29.7,155.94,"High Fert / Low Spend",68.73371
"RO11","RO",2018,1.69,28.8,97.77,"High Fert / Low Spend",126.71370999999999
"RO31","RO",2018,1.74,45.6,97.77,"High Fert / Low Spend",126.76371
"RO22","RO",2018,1.84,50.3,97.77,"High Fert / Low Spend",126.86371
"LT02","LT",2017,1.59857,32.4,155.12,"High Fert / Low Spend",69.27228
"EL41","EL",2019,1.6,30.7,154.55,"High Fert / Low Spend",69.84370999999999
"CZ01","CZ",2017,1.55,9.8,97.23,"High Fert / Low Spend",127.11370999999998
"RO21","RO",2018,2.09,49.9,97.77,"High Fert / Low Spend",127.11371
"ITC4","IT",2018,1.36258,14.9,154.74,"Low Priority Region",69.74370999999998
"CZ07","CZ",2017,1.67,11.2,97.23,"High Fert / Low Spend",127.23370999999999
"CZ07","CZ",2017,1.67,11.2,97.23,"High Fert / Low Spend",127.23370999999999
"CZ05","CZ",2017,1.7,10.1,97.23,"High Fert / Low Spend",127.26370999999999
"ITH1","IT",2018,1.72907,12.7,154.74,"High Fert / Low Spend",69.78277999999999
"CZ06","CZ",2017,1.73,11,97.23,"High Fert / Low Spend",127.29370999999999
"NL32","NL",2017,1.52,16.7,97,"Low Priority Region",127.32629
"CZ02","CZ",2017,1.79,11,97.23,"High Fert / Low Spend",127.35370999999999
"ITF6","IT",2018,1.2891,40.7,154.74,"Low Priority Region",69.81718999999998
"NL11","NL",2017,1.45,21.8,97,"Low Priority Region",127.39629
"NL41","NL",2017,1.61,14.1,97,"High Fert / Low Spend",127.40370999999999
"CH02","CH",2018,1.53,19.1,96.89,"High Fert / Low Spend",127.43370999999999
"ES52","ES",2019,1.23134,28.2,261.31,"High Investment, Low Fertility",37.28495000000001
"ITF2","IT",2018,1.10607,25,154.74,"Low Priority Region",70.00021999999998
"PT18","PT",2019,1.54728,21.6,153.89,"High Fert / Low Spend",70.45099
"CH06","CH",2018,1.59,12.5,96.89,"High Fert / Low Spend",127.49371
"ITI3","IT",2018,1.22736,16.1,154.74,"Low Priority Region",69.87892999999998
"NL23","NL",2017,1.72,17.4,97,"High Fert / Low Spend",127.51370999999999
"NL23","NL",2017,1.72,17.4,97,"High Fert / Low Spend",127.51370999999999
"RO32","RO",2019,1.55,21.7,96.81,"High Fert / Low Spend",127.53370999999999
"EL30","EL",2019,1.35,24.5,154.55,"Low Priority Region",69.94628999999998
"NL13","NL",2017,1.77,16.8,97,"High Fert / Low Spend",127.56370999999999
"NL13","NL",2017,1.77,16.8,97,"High Fert / Low Spend",127.56370999999999
"RO42","RO",2019,1.58,24,96.81,"High Fert / Low Spend",127.56370999999999
"EL63","EL",2019,1.32,39.8,154.55,"Low Priority Region",69.97628999999998
"CH03","CH",2017,1.52,17.3,96.75,"Low Priority Region",127.57629
"CH03","CH",2017,1.52,17.3,96.75,"Low Priority Region",127.57629
"CH05","CH",2017,1.54,17.9,96.75,"High Fert / Low Spend",127.58371
"ITH3","IT",2017,1.36698,13,154.47,"Low Priority Region",70.00931
"ITF6","IT",2017,1.30506,43.9,154.47,"Low Priority Region",70.07123
"RO41","RO",2019,1.64,42.2,96.81,"High Fert / Low Spend",127.62370999999999
"RO11","RO",2019,1.69,23.4,96.81,"High Fert / Low Spend",127.67370999999999
"ITC2","IT",2017,1.35592,17.2,154.47,"Low Priority Region",70.02037
"CH07","CH",2017,1.37,34,96.75,"Low Priority Region",127.72628999999999
"RO31","RO",2019,1.76,43.1,96.81,"High Fert / Low Spend",127.74371
"RO22","RO",2019,1.84,49.5,96.81,"High Fert / Low Spend",127.82370999999999
"NL41","NL",2019,1.55,13.8,154.29,"High Fert / Low Spend",70.05371
"HU21","HU",2017,1.55,20.1,96.35,"High Fert / Low Spend",127.99371
"HU22","HU",2017,1.46,19.9,96.35,"Low Priority Region",128.03629
"RO21","RO",2019,2.14,49.2,96.81,"High Fert / Low Spend",128.12371
"ITH1","IT",2017,1.74689,6.3,154.47,"High Fert / Low Spend",70.0706
"HU33","HU",2017,1.56,26.4,96.11,"High Fert / Low Spend",128.24371
"HU22","HU",2017,1.46,19.9,96.11,"Low Priority Region",128.27629
"BG41","BG",2018,1.46803,22.8,95.91,"Low Priority Region",128.46826
"ITI1","IT",2017,1.29473,17.4,154.47,"Low Priority Region",70.08156
"NL11","NL",2019,1.41,23.9,154.29,"Low Priority Region",70.14629000000001
"CZ01","CZ",2017,1.55,9.8,95.64,"High Fert / Low Spend",128.70371
"HR03","HR",2017,1.39,21.6,95.73,"Low Priority Region",128.72628999999998
"NL33","NL",2019,1.6,19.4,154.29,"High Fert / Low Spend",70.10371
"CZ07","CZ",2017,1.67,11.2,95.64,"High Fert / Low Spend",128.82371
"CZ07","CZ",2017,1.67,11.2,95.64,"High Fert / Low Spend",128.82371
"CZ05","CZ",2017,1.7,10.1,95.64,"High Fert / Low Spend",128.85371
"ITF1","IT",2017,1.25286,28.2,154.47,"Low Priority Region",70.12343
"CZ06","CZ",2017,1.73,11,95.64,"High Fert / Low Spend",128.88371
"SK03","SK",2019,1.49,19.3,353.22,"High Investment, Low Fertility",128.93629000000004
"CZ02","CZ",2017,1.79,11,95.64,"High Fert / Low Spend",128.94371
"NL31","NL",2019,1.62,15.1,154.29,"High Fert / Low Spend",70.12371
"HU32","HU",2019,1.73,26,187.4,"High Fert / Low Spend",37.12370999999999
"CZ02","CZ",2017,1.79,11,261.17,"Balanced Investment",37.113710000000026
"NL31","NL",2019,1.62,15.1,154.29,"High Fert / Low Spend",70.12371
"PT11","PT",2018,1.27667,23,215.27,"Low Priority Region",9.299619999999983
"HU32","HU",2019,1.73,26,247.06,"Balanced Investment",22.94371000000001
"RO12","RO",2019,1.85,28.2,246.88,"Balanced Investment",22.88371
"ES21","ES",2019,1.24932,15,261.31,"High Investment, Low Fertility",37.26697000000001
"EL64","EL",2018,1.23,28.7,209.42,"Low Priority Region",15.196290000000005
"ES61","ES",2019,1.30586,39.3,261.31,"High Investment, Low Fertility",37.21043000000001
"HU11","HU",2019,1.19,17.1,187.52,"Low Priority Region",37.13628999999998
"ITF2","IT",2017,1.20144,35,154.47,"Low Priority Region",70.17484999999999
"SI04","SI",2018,1.58,13.3,239.44,"Balanced Investment",15.173710000000005
"HU31","HU",2019,1.83,26.7,187.4,"High Fert / Low Spend",37.22370999999999
"CZ08","CZ",2017,1.6,19.7,247.13,"Balanced Investment",22.88371
"NL21","NL",2019,1.68,15.6,154.29,"High Fert / Low Spend",70.18371
"RO12","RO",2019,1.85,28.2,246.88,"Balanced Investment",22.88371
"HU11","HU",2019,1.19,17.1,187.4,"Low Priority Region",37.256289999999986
"ES51","ES",2019,1.26909,18.8,261.31,"High Investment, Low Fertility",37.24720000000001
"NL13","NL",2019,1.73,14.7,154.29,"High Fert / Low Spend",70.23371
"SK02","SK",2018,1.35,10.7,226.25,"High Investment, Low Fertility",2.1062900000000067
"DK05","DK",2018,1.77,19.2,247.04,"Balanced Investment",22.96371
"EL54","EL",2018,1.22,31.1,209.42,"Low Priority Region",15.206290000000006
"CZ04","CZ",2018,1.66,17,261.62,"Balanced Investment",37.43371000000001
"SK02","SK",2019,1.4,10.2,214.13,"Low Priority Region",10.316289999999999
"SK03","SK",2017,1.45,17.5,247.37,"High Investment, Low Fertility",23.12629000000001
"DK04","DK",2018,1.81,15.8,247.04,"Balanced Investment",23.003709999999998
"PT17","PT",2019,1.62614,17.5,153.89,"High Fert / Low Spend",70.52985000000001
"SK02","SK",2018,1.35,10.7,215.1,"Low Priority Region",9.396289999999999
"ES43","ES",2019,1.2167,36.9,261.31,"High Investment, Low Fertility",37.29959000000001
"DK05","DK",2018,1.77,19.2,247.04,"Balanced Investment",22.96371
"PT20","PT",2019,1.35461,36.7,153.89,"Low Priority Region",70.60168
"RO42","RO",2019,1.58,24,209.14,"High Fert / Low Spend",15.233710000000007
"ES53","ES",2019,1.17358,16.5,261.31,"High Investment, Low Fertility",37.34271000000001
"CZ01","CZ",2018,1.56,8.3,261.62,"Balanced Investment",37.33371000000001
"PT17","PT",2018,1.62063,16.5,153.28,"High Fert / Low Spend",71.13434
"BG42","BG",2019,1.87979,38.1,228.5,"Balanced Investment",4.533500000000007
"CZ03","CZ",2017,1.7,9.3,247.13,"Balanced Investment",22.983710000000002
"DK03","DK",2018,1.78,15.7,247.04,"Balanced Investment",22.97371
"CZ06","CZ",2018,1.76,11.3,261.62,"Balanced Investment",37.53371000000001
"EL54","EL",2018,1.22,31.1,209.42,"Low Priority Region",15.206290000000006
"CZ08","CZ",2018,1.68,16,261.62,"Balanced Investment",37.45371000000001
"ES13","ES",2019,1.06379,19.8,261.31,"High Investment, Low Fertility",37.45250000000001
"BG41","BG",2019,1.53127,22.7,152.91,"High Fert / Low Spend",71.41498
"RO32","RO",2019,1.55,21.7,209.14,"High Fert / Low Spend",15.203710000000006
"CZ03","CZ",2018,1.72,9.4,261.62,"Balanced Investment",37.493710000000014
"CZ05","CZ",2017,1.7,10.1,247.13,"Balanced Investment",22.983710000000002
"BG33","BG",2018,1.73954,34.5,153.02,"High Fert / Low Spend",71.51324999999999
"DK03","DK",2018,1.78,15.7,247.04,"Balanced Investment",22.97371
"CZ05","CZ",2018,1.74,11.6,261.62,"Balanced Investment",37.51371000000001
"ES11","ES",2019,1.01814,24.2,261.31,"High Investment, Low Fertility",37.49815000000001
"ITG1","IT",2019,1.33,45.4,152.97,"Low Priority Region",71.54629
"BG42","BG",2019,1.87979,38.1,228.5,"Balanced Investment",4.533500000000007
"CZ06","CZ",2017,1.73,11,247.13,"Balanced Investment",23.013710000000003
"RO42","RO",2019,1.58,24,209.14,"High Fert / Low Spend",15.233710000000007
"SK04","SK",2018,1.66,20.6,186.75,"High Fert / Low Spend",37.703709999999994
"HR04","HR",2019,1.49,21.6,209.14,"Low Priority Region",15.216290000000006
"ES12","ES",2019,0.95664,25,261.31,"High Investment, Low Fertility",37.55965000000001
"HU11","HU",2019,1.19,17.1,247.06,"High Investment, Low Fertility",23.076290000000007
"ITC1","IT",2019,1.27,16.3,152.97,"Low Priority Region",71.60629
"SK01","SK",2019,1.65,6.8,214.13,"High Fert / Low Spend",10.313709999999997
"SK03","SK",2018,1.48,18.6,186.75,"Low Priority Region",37.61628999999999
"CZ01","CZ",2019,1.52,7.7,247.32,"High Investment, Low Fertility",23.00629
"BG32","BG",2019,1.77018,37.6,152.91,"High Fert / Low Spend",71.65388999999999
"DK04","DK",2018,1.81,15.8,247.04,"Balanced Investment",23.003709999999998
"HR04","HR",2018,1.49,22.6,186.69,"Low Priority Region",37.66629
"SK03","SK",2018,1.48,18.6,186.75,"Low Priority Region",37.61628999999999
"ITC3","IT",2019,1.21,17.5,152.97,"Low Priority Region",71.66628999999999
"SK03","SK",2019,1.49,19.3,214.13,"Low Priority Region",10.226289999999997
"CZ02","CZ",2017,1.79,11,247.13,"Balanced Investment",23.073710000000002
"DK02","DK",2018,1.83,16.8,247.04,"Balanced Investment",23.023709999999998
"CZ01","CZ",2018,1.56,8.3,262.12,"Balanced Investment",37.83371000000001
"SI03","SI",2018,1.64,17.3,239.44,"Balanced Investment",15.233710000000004
"HR03","HR",2018,1.43,21.2,186.69,"Low Priority Region",37.72629
"SK04","SK",2018,1.66,20.6,186.75,"High Fert / Low Spend",37.703709999999994
"CZ01","CZ",2019,1.52,7.7,296.03,"High Investment, Low Fertility",71.71628999999999
"SK01","SK",2019,1.65,6.8,209.21,"High Fert / Low Spend",15.233709999999984
"SK01","SK",2018,1.7,7.3,186.75,"High Fert / Low Spend",37.74370999999999
"HU31","HU",2019,1.83,26.7,247.06,"Balanced Investment",23.043710000000008
"BG42","BG",2019,1.87979,38.1,152.91,"High Fert / Low Spend",71.7635
"DK02","DK",2018,1.83,16.8,247.04,"Balanced Investment",23.023709999999998
"SK02","SK",2018,1.35,10.7,186.75,"Low Priority Region",37.746289999999995
"SK01","SK",2018,1.7,7.3,186.75,"High Fert / Low Spend",37.74370999999999
"CZ07","CZ",2019,1.67,12.8,296.03,"Balanced Investment",71.85370999999998
"RO42","RO",2019,1.58,24,224.32,"Balanced Investment",0.053710000000000147
"DK02","DK",2019,1.76,14.3,239.75,"Balanced Investment",15.663710000000007
"EL41","EL",2019,1.6,30.7,213.1,"High Fert / Low Spend",11.293709999999999
"CZ07","CZ",2018,1.71,12.5,262.12,"Balanced Investment",37.98371000000001
"CZ07","CZ",2017,1.67,11.2,234.84,"Balanced Investment",10.66371000000001
"ES61","ES",2018,1.31519,41.7,247.53,"High Investment, Low Fertility",23.421100000000006
"SK01","SK",2017,1.66,9.9,247.37,"Balanced Investment",23.183710000000012
"NL21","NL",2017,1.72,16.4,184.08,"High Fert / Low Spend",40.433709999999984
"LT01","LT",2018,1.48992,22.2,228.89,"High Investment, Low Fertility",4.606369999999993
"EL30","EL",2019,1.35,24.5,200.36,"Low Priority Region",24.13628999999998
"EL41","EL",2018,1.63,31.9,208.9,"High Fert / Low Spend",15.523709999999987
"BG34","BG",2019,2.15573,37.9,152.91,"High Fert / Low Spend",72.03944
"RO31","RO",2019,1.76,43.1,209.14,"High Fert / Low Spend",15.413710000000007
"HU12","HU",2018,1.6,14.3,186.45,"High Fert / Low Spend",37.94371
"SI03","SI",2019,1.68,16.3,249.4,"Balanced Investment",25.233710000000013
"NL41","NL",2018,1.58,13.4,296.53,"Balanced Investment",72.26370999999997
"PT20","PT",2019,1.35461,36.7,226.89,"High Investment, Low Fertility",2.741679999999993
"CZ04","CZ",2019,1.71,19.7,247.32,"Balanced Investment",23.18371
"ES11","ES",2017,1.11971,23,240.31,"High Investment, Low Fertility",16.396580000000007
"HU21","HU",2018,1.52,15.2,185.99,"Low Priority Region",38.336289999999984
"DK05","DK",2017,1.81,18.4,235.18,"Balanced Investment",11.143710000000013
"CZ05","CZ",2018,1.74,11.6,262.12,"Balanced Investment",38.01371000000001
"CZ03","CZ",2018,1.72,9.4,262.12,"Balanced Investment",37.993710000000014
"NL41","NL",2019,1.55,13.8,296.63,"Balanced Investment",72.33371
"CZ06","CZ",2017,1.73,11,234.84,"Balanced Investment",10.723710000000011
"HU32","HU",2018,1.69,27.1,186.45,"High Fert / Low Spend",38.033710000000006
"SK04","SK",2017,1.65,20.1,247.37,"Balanced Investment",23.17371000000001
"NL11","NL",2018,1.39,22.1,296.53,"High Investment, Low Fertility",72.34628999999998
"RO21","RO",2019,2.14,49.2,246.88,"Balanced Investment",23.173710000000003
"HU31","HU",2018,1.84,31.3,186.45,"High Fert / Low Spend",38.183710000000005
"CZ06","CZ",2018,1.76,11.3,262.12,"Balanced Investment",38.03371000000001
"NL21","NL",2018,1.69,15.7,296.53,"Balanced Investment",72.37370999999997
"SK02","SK",2018,1.35,10.7,223.63,"Low Priority Region",0.8662899999999976
"CZ05","CZ",2019,1.76,12.4,247.32,"Balanced Investment",23.23371
"RO11","RO",2019,1.69,23.4,209.14,"High Fert / Low Spend",15.343710000000007
"BG41","BG",2017,1.45777,26,185.93,"Low Priority Region",38.458519999999986
"RO41","RO",2019,1.64,42.2,209.14,"High Fert / Low Spend",15.293710000000006
"HU23","HU",2018,1.57,26.7,185.99,"High Fert / Low Spend",38.37370999999998
"ES63","ES",2018,1.68002,48.9,247.53,"Balanced Investment",23.363730000000007
"NL34","NL",2018,1.72,14,296.53,"Balanced Investment",72.40370999999998
"ES23","ES",2017,1.33934,13.9,230.28,"High Investment, Low Fertility",6.1469500000000075
"EL43","EL",2018,1.52,34.8,262.7,"High Investment, Low Fertility",38.386289999999995
"ES62","ES",2018,1.52629,33.2,247.53,"Balanced Investment",23.210000000000008
"NL42","NL",2019,1.43,15.5,296.63,"High Investment, Low Fertility",72.40629
