Country Or Territory,NUTS Code,NUTS Name,Degree Of Urbanisation,Year,Air Pollutant,Data Aggregation Id,Scenario,Category,Outcome,Health Indicator,Sex,Description Of Age Group,Affected  Population,Populated Area [km2],Air Pollution Average [ug/m3],Air Pollution Population Weighted Average [ug/m3],Value,Value - lower CI,Value - upper CI,Value for 100k Of Affected Population,Value for 100k Of Affected Population - lower CI,Value for 100k Of Affected Population - upper CI
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","4527002","18265.0","7138.4","7070.3","3882","3074","4690","85","67","103"
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","4534894","18265.1","8128.8","7824.5","431","341","520","9","7","11"
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3237523","18265.0","15.4","19.1","4805","3688","5345","148","113","165"
"Italy","ITH5","Emilia-Romagna","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","4477055","18265.0","7101.4","6828.3","3651","2891","4411","81","64","98"
"Luxembourg","LU00","Luxembourg","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","381286","1658.3","8.8","10.0","149","113","167","39","29","43"
"Netherlands","NL22","Gelderland","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1341066","4450.0","15.6","19.2","305","154","599","22","11","44"
"Lithuania","LT02","Vidurio ir vakarų Lietuvos regionas","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1393277","29914.3","8.9","9.9","10376","7894","11591","744","566","831"
"Lithuania","LT02","Vidurio ir vakarų Lietuvos regionas","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1390049","29914.3","9.1","11.8","1308","997","1459","94","71","105"
"Netherlands","NL11","Groningen","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","390896","1977.7","9.5","13.9","39","19","77","10","5","19"
"Netherlands","NL23","Flevoland","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","405211","1040.1","2444.4","2721.3","10","8","12","2","2","3"
"Netherlands","NL23","Flevoland","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","265584","1040.1","11.5","11.6","168","128","188","63","48","70"
"Malta","MT00","Malta","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","304316","264.6","11.4","11.8","173","131","193","56","43","63"
"Netherlands","NL21","Overijssel","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1171072","3171.5","3949.8","4002.2","507","401","613","43","34","52"
"Latvia","LV00","Latvija","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1934342","32912.3","3243.4","2728.4","87","68","105","4","3","5"
"Malta","MT00","Malta","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","315556","264.6","5.5","10.4","12","6","24","3","2","7"
"Malta","MT00","Malta","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","493546","264.6","7374.2","5876.9","24","19","29","4","3","5"
"Malta","MT00","Malta","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","328159","264.6","11.7","12.2","190","144","212","57","44","64"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","552650","2104.2","9449.3","7734.3","51","41","62","9","7","11"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","394664","2104.2","11.8","20.7","117","59","230","29","15","58"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","391603","2104.2","8.1","12.0","2812","2146","3137","718","548","801"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","394545","2104.2","12.4","22.1","135","68","264","34","17","66"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","394545","2104.2","9.3","14.2","388","296","432","98","75","109"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2017","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","394545","2104.2","9.3","14.2","3722","2846","4148","943","721","1051"
"Italy","ITH2","Provincia Autonoma di Trento","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","394664","2104.2","11.8","20.7","1163","588","2274","294","149","576"
"Netherlands","NL12","Friesland (NL)","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","435206","2988.5","11.0","11.3","265","202","296","61","46","68"
"Latvia","LV00","Latvija","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1317526","32912.3","3.7","11.9","2199","1110","4312","166","84","327"
"Netherlands","NL31","Utrecht","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","824336","1282.6","17.5","21.3","2441","1234","4779","296","149","579"
"Netherlands","NL31","Utrecht","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1275027","1282.6","3299.4","3270.9","451","357","546","35","28","42"
"Netherlands","NL13","Drenthe","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","330432","2122.0","10.5","13.5","29","14","57","8","4","17"
"Netherlands","NL13","Drenthe","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","508126","2122.0","2210.4","2213.6","10","8","13","2","1","2"
"Lithuania","LT01","Sostinės regionas","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","750393","5672.8","3437.6","2888.9","360","285","435","48","38","58"
"Netherlands","NL41","Noord-Brabant","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2521884","4478.1","2639.0","2595.6","707","559","854","28","22","33"
"Poland","PL22","Śląskie","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","3065014","8806.3","22.8","28.4","7721","5974","8554","251","194","279"
"Italy","ITI3","Marche","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1137260","6233.2","10.9","12.6","8995","6860","10036","790","603","882"
"Italy","ITI3","Marche","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","1572199","6233.2","6756.0","5893.2","1107","876","1338","70","55","85"
"Lithuania","LT02","Vidurio ir vakarų Lietuvos regionas","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","2087032","29914.3","1757.8","1467.7","46","36","55","2","1","2"
"Lithuania","LT02","Vidurio ir vakarų Lietuvos regionas","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1385964","29914.3","5.3","11.6","152","76","299","10","5","21"
"Luxembourg","LU00","Luxembourg","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","381286","1658.3","12.0","19.5","75","37","146","19","9","38"
"Italy","ITI2","Umbria","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","908100","5408.2","7209.0","6238.4","676","535","817","74","59","90"
"Italy","ITI2","Umbria","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","656880","5408.2","6.6","13.9","83","42","164","12","6","25"
"Netherlands","NL22","Gelderland","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","2062245","4450.0","2465.0","2462.6","548","434","663","26","21","32"
"Netherlands","NL22","Gelderland","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1351628","4450.0","14.6","19.0","3206","1619","6290","237","119","465"
"Lithuania","LT01","Sostinės regionas","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","746460","5672.8","3773.4","3225.1","406","321","490","54","43","65"
"Netherlands","NL22","Gelderland","All Areas (incl.unclassified)","2019","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1362862","4450.0","10.9","11.0","8319","6334","9289","610","464","681"
"Netherlands","NL11","Groningen","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","591492","1977.7","2043.8","1963.7","125","99","151","21","16","25"
"Luxembourg","LU00","Luxembourg","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","613886","1658.3","4368.4","3806.7","17","14","21","2","2","3"
"Netherlands","NL12","Friesland (NL)","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","431808","2988.5","9.3","11.7","21","11","43","5","2","10"
"Netherlands","NL31","Utrecht","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","1275027","1282.6","3299.4","3270.9","41","32","49","3","2","3"
"Netherlands","NL31","Utrecht","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","830830","1282.6","12.0","12.1","566","431","632","68","51","76"
"Netherlands","NL23","Flevoland","All Areas (incl.unclassified)","2018","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","265584","1040.1","12.6","18.3","55","27","108","20","10","40"
"Netherlands","NL23","Flevoland","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","407577","1040.1","3828.3","3961.1","174","138","211","42","33","51"
"Netherlands","NL31","Utrecht","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","830830","1282.6","12.0","12.1","5950","4535","6641","716","545","799"
"Netherlands","NL32","Noord-Holland","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1801323","2573.5","13.8","21.3","5339","2702","10422","296","150","578"
"Netherlands","NL11","Groningen","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","384644","1977.7","9.7","13.5","34","17","68","9","4","17"
"Netherlands","NL11","Groningen","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","598441","1977.7","3468.9","3403.6","19","15","23","3","2","3"
"Italy","ITI3","Marche","All Areas (incl.unclassified)","2019","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1128440","6233.2","7.9","14.7","1572","792","3090","139","70","273"
"Italy","ITI3","Marche","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 30 years of age","1136918","6233.2","8.1","14.2","147","74","289","12","6","25"
"Lithuania","LT02","Vidurio ir vakarų Lietuvos regionas","All Areas (incl.unclassified)","2018","PM2.5","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","1385964","29914.3","10.6","12.7","16026","12225","17880","1156","882","1290"
"Netherlands","NL12","Friesland (NL)","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","664019","2988.5","2340.2","2237.7","160","127","194","24","19","29"
"Netherlands","NL12","Friesland (NL)","All Areas (incl.unclassified)","2019","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Attributable deaths (AD)","Total",">= 0 years of age","671820","2988.5","3713.2","3647.9","23","18","28","3","2","4"
"Netherlands","NL12","Friesland (NL)","All Areas (incl.unclassified)","2018","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","667886","2988.5","3591.3","3518.0","254","201","307","38","30","46"
"Malta","MT00","Malta","All Areas (incl.unclassified)","2017","NO2","P1Y","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 30 years of age","304316","264.6","10.5","16.0","467","235","918","153","77","301"
"Malta","MT00","Malta","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","460283","264.6","7705.8","6158.8","282","223","341","61","48","74"
"Netherlands","NL13","Drenthe","All Areas (incl.unclassified)","2017","O3","SOMO35","Baseline from WHO 2021 AQG","Mortality","All causes","Years of Life Lost (YLL)","Total",">= 0 years of age","508126","2122.0","2210.4","2213.6","121","96","146","23","18","28"
