STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,spscheme,Category of schemes,spdep,Detailed benefit expenditure type,spdepm,Means testing,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,PT,Portugal,2018,,1639.24,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,PT,Portugal,2019,,1786.19,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,RO,Romania,2017,,2162.98,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,RO,Romania,2018,,2310.9,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,RO,Romania,2019,,2834.95,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,RS,Serbia,2017,,382.58,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,RS,Serbia,2018,,409.43,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,RS,Serbia,2019,,466.13,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,SE,Sweden,2017,,6346.59,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,SE,Sweden,2018,,6526.91,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,SE,Sweden,2019,,6532.38,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,SI,Slovenia,2017,,494.64,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,SI,Slovenia,2018,,516.09,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,SI,Slovenia,2019,,550.31,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,SK,Slovakia,2017,,1171.88,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,SK,Slovakia,2018,,1179.93,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,SK,Slovakia,2019,,1307.01,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,TR,Türkiye,2017,,1481.65,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,TR,Türkiye,2018,,1186.13,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,TR,Türkiye,2019,,1219.96,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,UK,United Kingdom,2017,,44099.88,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P,Periodic cash benefits,TOTAL,Total,MIO_EUR,Million euro,UK,United Kingdom,2018,,43177.65,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),AL,Albania,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),BA,Bosnia and Herzegovina,2017,,1.08,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),BA,Bosnia and Herzegovina,2018,,2.59,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),BE,Belgium,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),BE,Belgium,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),BE,Belgium,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),BG,Bulgaria,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),BG,Bulgaria,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),BG,Bulgaria,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),CH,Switzerland,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),CH,Switzerland,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),CH,Switzerland,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),CY,Cyprus,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),CY,Cyprus,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),CY,Cyprus,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),CZ,Czechia,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),CZ,Czechia,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),CZ,Czechia,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),DE,Germany,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),DE,Germany,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),DE,Germany,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),DK,Denmark,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),DK,Denmark,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),DK,Denmark,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EA19,Euro area - 19 countries  (2015-2022),2017,,0.91,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EA19,Euro area - 19 countries  (2015-2022),2018,,0.85,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EA19,Euro area - 19 countries  (2015-2022),2019,,1.23,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EA20,Euro area – 20 countries (from 2023),2017,,0.9,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EA20,Euro area – 20 countries (from 2023),2018,,0.84,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EA20,Euro area – 20 countries (from 2023),2019,,1.22,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EE,Estonia,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EE,Estonia,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EE,Estonia,2019,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EL,Greece,2017,,0,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EL,Greece,2018,,0,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EL,Greece,2019,,0,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),ES,Spain,2017,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),ES,Spain,2018,,0,,,,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),ES,Spain,2019,,0,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EU27_2020,European Union - 27 countries (from 2020),2017,,0.7,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EU27_2020,European Union - 27 countries (from 2020),2018,,0.65,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),EU27_2020,European Union - 27 countries (from 2020),2019,,0.95,,p,provisional,,
dataflow,ESTAT:SPR_EXP_FFA(1.0),Expenditure on family/children function by type of benefit and means-testing,A,Annual,TOTAL,All schemes,CASH_P_MNTCHB,Periodic cash benefits - income maintenance in the event of childbirth,MT,Means-tested,EUR_HAB_KP10,Euro per inhabitant (at constant 2010 prices),FI,Finland,2017,,0,,,,,
